"","County","Candidate","Party","Votes","PercentageOfTotalVotes","TotalCountyVotes","Year"
"434","Adams","Phillips","UST",20,0.433463372345037,4614,1996
"435","Adams","Collins","IC",13,0.281751192024274,4614,1996
"436","Adams","Browne","L",8,0.173385348938015,4614,1996
"437","Adams","Harris","SWP",4,0.0866926744690074,4614,1996
"438","Adams","Moorehead","WWP",1,0.0216731686172518,4614,1996
"439","Adams","Hagelin","NL",1,0.0216731686172518,4614,1996
"440","Asotin","Clinton","D",3349,45.8076870469156,7311,1996
"441","Asotin","Dole","R",2860,39.1191355491725,7311,1996
"442","Asotin","Perot","REF",936,12.8026261797292,7311,1996
"443","Asotin","Nader","IC",72,0.984817398440706,7311,1996
"444","Asotin","Phillips","UST",31,0.424018602106415,7311,1996
"445","Asotin","Browne","L",17,0.232526330187389,7311,1996
"446","Asotin","Collins","IC",17,0.232526330187389,7311,1996
"447","Asotin","Hagelin","NL",13,0.177814252496239,7311,1996
"448","Asotin","Moorehead","WWP",12,0.164136233073451,7311,1996
"449","Asotin","Harris","SWP",4,0.0547120776911503,7311,1996
"450","Benton","Dole","R",26664,49.5585748006617,53803,1996
"451","Benton","Clinton","D",20783,38.6279575488356,53803,1996
"452","Benton","Perot","REF",5311,9.87119677341412,53803,1996
"453","Benton","Nader","IC",416,0.773191085998922,53803,1996
"454","Benton","Browne","L",290,0.539003401297325,53803,1996
"455","Benton","Phillips","UST",141,0.262067170975596,53803,1996
"456","Benton","Hagelin","NL",96,0.178428712153597,53803,1996
"457","Benton","Collins","IC",57,0.105942047841198,53803,1996
"458","Benton","Moorehead","WWP",38,0.0706280318941323,53803,1996
"459","Benton","Harris","SWP",7,0.0130104269278665,53803,1996
"460","Chelan","Dole","R",12363,51.7930456640134,23870,1996
"461","Chelan","Clinton","D",8595,36.0075408462505,23870,1996
"462","Chelan","Perot","REF",2332,9.76958525345622,23870,1996
"463","Chelan","Nader","IC",315,1.31964809384164,23870,1996
"464","Chelan","Browne","L",88,0.368663594470046,23870,1996
"465","Chelan","Phillips","UST",76,0.318391286133222,23870,1996
"466","Chelan","Hagelin","NL",46,0.19271051529116,23870,1996
"467","Chelan","Collins","IC",28,0.117302052785924,23870,1996
"468","Chelan","Moorehead","WWP",24,0.100544616673649,23870,1996
"469","Chelan","Harris","SWP",3,0.0125680770842061,23870,1996
"470","Clallam","Clinton","D",12585,42.6378913131861,29516,1996
"471","Clallam","Dole","R",12432,42.1195283913809,29516,1996
"472","Clallam","Perot","REF",3187,10.7975335411302,29516,1996
"473","Clallam","Nader","IC",794,2.69006640466188,29516,1996
"474","Clallam","Browne","L",220,0.745358449654425,29516,1996
"475","Clallam","Phillips","UST",95,0.321859330532592,29516,1996
"476","Clallam","Hagelin","NL",82,0.277815422143922,29516,1996
"477","Clallam","Collins","IC",73,0.24732348556715,29516,1996
"478","Clallam","Moorehead","WWP",41,0.138907711071961,29516,1996
"479","Clallam","Harris","SWP",7,0.0237159506708226,29516,1996
"480","Clark","Clinton","D",52254,46.3532333895148,112730,1996
"481","Clark","Dole","R",46794,41.5098021822053,112730,1996
"482","Clark","Perot","REF",9663,8.57180874656258,112730,1996
"483","Clark","Nader","IC",2726,2.41816730240397,112730,1996
"484","Clark","Browne","L",604,0.535793488867205,112730,1996
"485","Clark","Phillips","UST",231,0.204914397232325,112730,1996
"486","Clark","Collins","IC",184,0.163221857535705,112730,1996
"487","Clark","Hagelin","NL",166,0.147254501907212,112730,1996
"488","Clark","Moorehead","WWP",85,0.0754014015789941,112730,1996
"489","Clark","Harris","SWP",23,0.0204027321919631,112730,1996
"490","Columbia","Dole","R",948,48.4910485933504,1955,1996
"491","Columbia","Clinton","D",743,38.0051150895141,1955,1996
"492","Columbia","Perot","REF",228,11.6624040920716,1955,1996
"493","Columbia","Nader","IC",24,1.22762148337596,1955,1996
"494","Columbia","Browne","L",6,0.30690537084399,1955,1996
"495","Columbia","Moorehead","WWP",2,0.10230179028133,1955,1996
"496","Columbia","Collins","IC",2,0.10230179028133,1955,1996
"497","Columbia","Phillips","UST",1,0.051150895140665,1955,1996
"498","Columbia","Harris","SWP",1,0.051150895140665,1955,1996
"499","Cowlitz","Clinton","D",18054,53.8684171266597,33515,1996
"500","Cowlitz","Dole","R",11221,33.4805311054752,33515,1996
"501","Cowlitz","Perot","REF",3441,10.2670446068924,33515,1996
"502","Cowlitz","Nader","IC",531,1.58436520960764,33515,1996
"503","Cowlitz","Browne","L",103,0.307325078323139,33515,1996
"504","Cowlitz","Phillips","UST",54,0.161121885722811,33515,1996
"505","Cowlitz","Collins","IC",41,0.122333283604356,33515,1996
"506","Cowlitz","Hagelin","NL",31,0.0924958973593913,33515,1996
"507","Cowlitz","Moorehead","WWP",30,0.0895121587348948,33515,1996
"508","Cowlitz","Harris","SWP",9,0.0268536476204684,33515,1996
"509","Douglas","Dole","R",5682,52.0091533180778,10925,1996
"510","Douglas","Clinton","D",3913,35.8169336384439,10925,1996
"511","Douglas","Perot","REF",1132,10.3615560640732,10925,1996
"512","Douglas","Nader","IC",99,0.906178489702517,10925,1996
"513","Douglas","Browne","L",37,0.338672768878718,10925,1996
"514","Douglas","Phillips","UST",22,0.20137299771167,10925,1996
"515","Douglas","Collins","IC",18,0.164759725400458,10925,1996
"516","Douglas","Hagelin","NL",17,0.155606407322654,10925,1996
"517","Douglas","Moorehead","WWP",4,0.0366132723112128,10925,1996
"518","Douglas","Harris","SWP",1,0.0091533180778032,10925,1996
"519","Ferry","Clinton","D",1197,42.4920127795527,2817,1996
"520","Ferry","Dole","R",1091,38.7291444799432,2817,1996
"521","Ferry","Perot","REF",408,14.4834930777423,2817,1996
"522","Ferry","Nader","IC",56,1.98793042243521,2817,1996
"523","Ferry","Phillips","UST",22,0.780972665956692,2817,1996
"524","Ferry","Collins","IC",17,0.603478878239262,2817,1996
"525","Ferry","Browne","L",13,0.461483848065318,2817,1996
"526","Ferry","Hagelin","NL",9,0.319488817891374,2817,1996
"527","Ferry","Harris","SWP",3,0.106496272630458,2817,1996
"528","Ferry","Moorehead","WWP",1,0.035498757543486,2817,1996
"529","Franklin","Dole","R",5946,49.156746031746,12096,1996
"530","Franklin","Clinton","D",4961,41.0135582010582,12096,1996
"531","Franklin","Perot","REF",992,8.2010582010582,12096,1996
"532","Franklin","Nader","IC",63,0.520833333333333,12096,1996
"533","Franklin","Browne","L",55,0.454695767195767,12096,1996
"534","Franklin","Phillips","UST",41,0.338955026455026,12096,1996
"535","Franklin","Collins","IC",16,0.132275132275132,12096,1996
"536","Franklin","Hagelin","NL",12,0.0992063492063492,12096,1996
"537","Franklin","Moorehead","WWP",9,0.0744047619047619,12096,1996
"538","Franklin","Harris","SWP",1,0.00826719576719577,12096,1996
"539","Garfield","Dole","R",623,49.6414342629482,1255,1996
"540","Garfield","Clinton","D",497,39.601593625498,1255,1996
"541","Garfield","Perot","REF",117,9.32270916334661,1255,1996
"542","Garfield","Nader","IC",8,0.637450199203187,1255,1996
"543","Garfield","Hagelin","NL",3,0.239043824701195,1255,1996
"544","Garfield","Collins","IC",3,0.239043824701195,1255,1996
"545","Garfield","Browne","L",2,0.159362549800797,1255,1996
"546","Garfield","Moorehead","WWP",2,0.159362549800797,1255,1996
"547","Grant","Dole","R",10895,49.826214213848,21866,1996
"548","Grant","Clinton","D",8065,36.8837464556846,21866,1996
"549","Grant","Perot","REF",2496,11.4149821640904,21866,1996
"550","Grant","Nader","IC",203,0.928381962864721,21866,1996
"551","Grant","Browne","L",83,0.3795847434373,21866,1996
"552","Grant","Phillips","UST",62,0.283545230037501,21866,1996
"553","Grant","Hagelin","NL",25,0.114332754047379,21866,1996
"554","Grant","Collins","IC",23,0.105186133723589,21866,1996
"555","Grant","Moorehead","WWP",12,0.0548797219427422,21866,1996
"556","Grant","Harris","SWP",2,0.00914662032379036,21866,1996
"557","Grays Harbor","Clinton","D",14082,53.6457142857143,26250,1996
"558","Grays Harbor","Dole","R",7635,29.0857142857143,26250,1996
"559","Grays Harbor","Perot","REF",3757,14.312380952381,26250,1996
"560","Grays Harbor","Nader","IC",445,1.6952380952381,26250,1996
"561","Grays Harbor","Browne","L",174,0.662857142857143,26250,1996
"562","Grays Harbor","Hagelin","NL",45,0.171428571428571,26250,1996
"563","Grays Harbor","Phillips","UST",41,0.156190476190476,26250,1996
"564","Grays Harbor","Collins","IC",37,0.140952380952381,26250,1996
"565","Grays Harbor","Moorehead","WWP",29,0.11047619047619,26250,1996
"566","Grays Harbor","Harris","SWP",5,0.019047619047619,26250,1996
"567","Island","Dole","R",12387,43.5181281618887,28464,1996
"568","Island","Clinton","D",12157,42.7100899381675,28464,1996
"569","Island","Perot","REF",2787,9.79131534569983,28464,1996
"570","Island","Nader","IC",769,2.70165823496346,28464,1996
"571","Island","Browne","L",137,0.481309724564362,28464,1996
"572","Island","Hagelin","NL",105,0.368887015177066,28464,1996
"573","Island","Phillips","UST",45,0.158094435075885,28464,1996
"574","Island","Moorehead","WWP",36,0.126475548060708,28464,1996
"575","Island","Collins","IC",32,0.112422709387296,28464,1996
"576","Island","Harris","SWP",9,0.0316188870151771,28464,1996
"577","Jefferson","Clinton","D",7145,50.605566966499,14119,1996
"578","Jefferson","Dole","R",4607,32.629789645159,14119,1996
"579","Jefferson","Perot","REF",1385,9.80947659182662,14119,1996
"580","Jefferson","Nader","IC",734,5.19866846093916,14119,1996
"581","Jefferson","Browne","L",130,0.920745095261704,14119,1996
"582","Jefferson","Hagelin","NL",55,0.38954600184149,14119,1996
"583","Jefferson","Moorehead","WWP",21,0.14873574615766,14119,1996
"584","Jefferson","Collins","IC",19,0.134570436999788,14119,1996
"585","Jefferson","Phillips","UST",17,0.120405127841915,14119,1996
"586","Jefferson","Harris","SWP",6,0.0424959274736171,14119,1996
"587","King","Clinton","D",417846,56.3815604827393,741104,1996
"588","King","Dole","R",232811,31.4140795353958,741104,1996
"589","King","Perot","REF",51309,6.92331980396813,741104,1996
"590","King","Nader","IC",29365,3.96233187244975,741104,1996
"591","King","Browne","L",4736,0.6390466115417,741104,1996
"592","King","Hagelin","NL",2422,0.326809732507178,741104,1996
"593","King","Phillips","UST",1003,0.135338629935879,741104,1996
"594","King","Moorehead","WWP",760,0.102549709622401,741104,1996
"595","King","Collins","IC",523,0.0705703922796261,741104,1996
"596","King","Harris","SWP",329,0.0443932295602237,741104,1996
"597","Kitsap","Clinton","D",44167,48.2768043547171,91487,1996
"598","Kitsap","Dole","R",35304,38.5890891602086,91487,1996
"599","Kitsap","Perot","REF",8769,9.58496835615989,91487,1996
"600","Kitsap","Nader","IC",2215,2.42110901002328,91487,1996
"601","Kitsap","Browne","L",510,0.557456250614841,91487,1996
"602","Kitsap","Hagelin","NL",258,0.282007279722802,91487,1996
"603","Kitsap","Phillips","UST",98,0.107119044235793,91487,1996
"604","Kitsap","Collins","IC",75,0.0819788603845355,91487,1996
"605","Kitsap","Moorehead","WWP",73,0.0797927574409479,91487,1996
"606","Kitsap","Harris","SWP",18,0.0196749264922885,91487,1996
"607","Kittitas","Clinton","D",5707,45.4234320280165,12564,1996
"608","Kittitas","Dole","R",5224,41.5791149315505,12564,1996
"609","Kittitas","Perot","REF",1214,9.66252785737026,12564,1996
"610","Kittitas","Nader","IC",275,2.18879337790513,12564,1996
"611","Kittitas","Browne","L",76,0.604902897166507,12564,1996
"612","Kittitas","Hagelin","NL",23,0.183062718879338,12564,1996
"613","Kittitas","Phillips","UST",17,0.135307226997771,12564,1996
"614","Kittitas","Collins","IC",11,0.087551735116205,12564,1996
"615","Kittitas","Moorehead","WWP",10,0.0795924864692773,12564,1996
"616","Kittitas","Harris","SWP",7,0.0557147405284941,12564,1996
"617","Klickitat","Clinton","D",3214,45.5757231990925,7052,1996
"618","Klickitat","Dole","R",2662,37.748156551333,7052,1996
"619","Klickitat","Perot","REF",875,12.4078275666478,7052,1996
"620","Klickitat","Nader","IC",185,2.62336925694838,7052,1996
"621","Klickitat","Browne","L",54,0.76574021554169,7052,1996
"622","Klickitat","Collins","IC",21,0.297787861599546,7052,1996
"623","Klickitat","Phillips","UST",20,0.283607487237663,7052,1996
"624","Klickitat","Hagelin","NL",16,0.22688598979013,7052,1996
"625","Klickitat","Moorehead","WWP",4,0.0567214974475326,7052,1996
"626","Klickitat","Harris","SWP",1,0.0141803743618832,7052,1996
"627","Lewis","Dole","R",13238,47.8874258428592,27644,1996
"628","Lewis","Clinton","D",10331,37.3715815366807,27644,1996
"629","Lewis","Perot","REF",3373,12.2015627260888,27644,1996
"630","Lewis","Nader","IC",390,1.41079438576183,27644,1996
"631","Lewis","Browne","L",112,0.405151208218782,27644,1996
"632","Lewis","Phillips","UST",66,0.238749819128925,27644,1996
"633","Lewis","Hagelin","NL",51,0.184488496599624,27644,1996
"634","Lewis","Collins","IC",47,0.17001881059181,27644,1996
"635","Lewis","Moorehead","WWP",26,0.0940529590507886,27644,1996
"636","Lewis","Harris","SWP",10,0.0361742150195341,27644,1996
"637","Lincoln","Dole","R",2587,51.4007550168885,5033,1996
"638","Lincoln","Clinton","D",1806,35.8831710709319,5033,1996
"639","Lincoln","Perot","REF",518,10.2920723226704,5033,1996
"640","Lincoln","Nader","IC",62,1.2318696602424,5033,1996
"641","Lincoln","Phillips","UST",21,0.417246175243394,5033,1996
"642","Lincoln","Browne","L",17,0.337770713292271,5033,1996
"643","Lincoln","Moorehead","WWP",8,0.158950923902245,5033,1996
"644","Lincoln","Hagelin","NL",7,0.139082058414465,5033,1996
"645","Lincoln","Collins","IC",6,0.119213192926684,5033,1996
"646","Lincoln","Harris","SWP",1,0.0198688654877806,5033,1996
"647","Mason","Clinton","D",10088,48.6168674698795,20750,1996
"648","Mason","Dole","R",7149,34.4530120481928,20750,1996
"649","Mason","Perot","REF",2816,13.5710843373494,20750,1996
"650","Mason","Nader","IC",412,1.9855421686747,20750,1996
"651","Mason","Browne","L",125,0.602409638554217,20750,1996
"652","Mason","Hagelin","NL",60,0.289156626506024,20750,1996
"653","Mason","Phillips","UST",55,0.265060240963855,20750,1996
"654","Mason","Collins","IC",23,0.110843373493976,20750,1996
"655","Mason","Moorehead","WWP",18,0.0867469879518072,20750,1996
"656","Mason","Harris","SWP",4,0.0192771084337349,20750,1996
"657","Okanogan","Dole","R",5890,45.0478011472275,13075,1996
"658","Okanogan","Clinton","D",4810,36.7877629063098,13075,1996
"659","Okanogan","Perot","REF",1797,13.7437858508604,13075,1996
"660","Okanogan","Nader","IC",278,2.12619502868069,13075,1996
"661","Okanogan","Browne","L",93,0.711281070745698,13075,1996
"662","Okanogan","Collins","IC",71,0.54302103250478,13075,1996
"663","Okanogan","Phillips","UST",57,0.435946462715105,13075,1996
"664","Okanogan","Hagelin","NL",49,0.374760994263862,13075,1996
"665","Okanogan","Moorehead","WWP",25,0.191204588910134,13075,1996
"666","Okanogan","Harris","SWP",5,0.0382409177820268,13075,1996
"667","Pacific","Clinton","D",5095,55.9214136757765,9111,1996
"668","Pacific","Dole","R",2598,28.5149818900231,9111,1996
"669","Pacific","Perot","REF",1131,12.4135660190978,9111,1996
"670","Pacific","Nader","IC",207,2.27197892657228,9111,1996
"671","Pacific","Browne","L",34,0.373175282625398,9111,1996
"672","Pacific","Collins","IC",15,0.16463615409944,9111,1996
"673","Pacific","Hagelin","NL",14,0.153660410492811,9111,1996
"674","Pacific","Phillips","UST",7,0.0768302052464055,9111,1996
"675","Pacific","Moorehead","WWP",7,0.0768302052464055,9111,1996
"676","Pacific","Harris","SWP",3,0.032927230819888,9111,1996
"677","Pend Oreille","Clinton","D",2126,42.5540432345877,4996,1996
"678","Pend Oreille","Dole","R",2012,40.2722177742194,4996,1996
"679","Pend Oreille","Perot","REF",709,14.191353082466,4996,1996
"680","Pend Oreille","Nader","IC",75,1.50120096076861,4996,1996
"681","Pend Oreille","Phillips","UST",32,0.640512409927942,4996,1996
"682","Pend Oreille","Browne","L",21,0.420336269015212,4996,1996
"683","Pend Oreille","Collins","IC",10,0.200160128102482,4996,1996
"684","Pend Oreille","Hagelin","NL",7,0.140112089671737,4996,1996
"685","Pend Oreille","Harris","SWP",2,0.0400320256204964,4996,1996
"686","Pend Oreille","Moorehead","WWP",2,0.0400320256204964,4996,1996
"687","Pierce","Clinton","D",120893,50.567399915507,239073,1996
"688","Pierce","Dole","R",89295,37.3505163694771,239073,1996
"689","Pierce","Perot","REF",22051,9.22354259995901,239073,1996
"690","Pierce","Nader","IC",4138,1.73085208283662,239073,1996
"691","Pierce","Browne","L",1244,0.520343158784137,239073,1996
"692","Pierce","Hagelin","NL",533,0.222944456295776,239073,1996
"693","Pierce","Phillips","UST",409,0.171077453330154,239073,1996
"694","Pierce","Collins","IC",226,0.0945317957276648,239073,1996
"695","Pierce","Moorehead","WWP",225,0.0941135134456839,239073,1996
"696","Pierce","Harris","SWP",59,0.0246786546368682,239073,1996
"697","San Juan","Clinton","D",3663,49.8096274136524,7354,1996
"698","San Juan","Dole","R",2523,34.3078596682078,7354,1996
"699","San Juan","Perot","REF",508,6.90780527604025,7354,1996
"700","San Juan","Nader","IC",494,6.71743268969268,7354,1996
"701","San Juan","Browne","L",69,0.938264889855861,7354,1996
"702","San Juan","Hagelin","NL",63,0.856676638564047,7354,1996
"703","San Juan","Moorehead","WWP",12,0.163176502583628,7354,1996
"704","San Juan","Phillips","UST",12,0.163176502583628,7354,1996
"705","San Juan","Collins","IC",7,0.095186293173783,7354,1996
"706","San Juan","Harris","SWP",3,0.040794125645907,7354,1996
"707","Skagit","Clinton","D",18295,44.4938956174911,41118,1996
"708","Skagit","Dole","R",16397,39.8779123498225,41118,1996
"709","Skagit","Perot","REF",4818,11.7174959871589,41118,1996
"710","Skagit","Nader","IC",987,2.40040858018386,41118,1996
"711","Skagit","Browne","L",241,0.586118001848339,41118,1996
"712","Skagit","Hagelin","NL",161,0.391556009533538,41118,1996
"713","Skagit","Phillips","UST",110,0.267522739432852,41118,1996
"714","Skagit","Collins","IC",62,0.150785544043971,41118,1996
"715","Skagit","Moorehead","WWP",35,0.0851208716377256,41118,1996
"716","Skagit","Harris","SWP",12,0.0291842988472202,41118,1996
"717","Skamania","Clinton","D",1724,45.5001319609396,3789,1996
"718","Skamania","Dole","R",1387,36.6059646344682,3789,1996
"719","Skamania","Perot","REF",450,11.8764845605701,3789,1996
"720","Skamania","Nader","IC",150,3.95882818685669,3789,1996
"721","Skamania","Browne","L",39,1.02929532858274,3789,1996
"722","Skamania","Phillips","UST",16,0.422275006598047,3789,1996
"723","Skamania","Collins","IC",12,0.316706254948535,3789,1996
"724","Skamania","Hagelin","NL",7,0.184745315386646,3789,1996
"725","Skamania","Moorehead","WWP",3,0.0791765637371338,3789,1996
"726","Skamania","Harris","SWP",1,0.0263921879123779,3789,1996
"727","Snohomish","Clinton","D",109624,49.6125995655322,220960,1996
"728","Snohomish","Dole","R",81885,37.0587436640116,220960,1996
"729","Snohomish","Perot","REF",22731,10.2873823316437,220960,1996
"730","Snohomish","Nader","IC",4145,1.87590514120203,220960,1996
"731","Snohomish","Browne","L",1190,0.538559015206372,220960,1996
"732","Snohomish","Hagelin","NL",578,0.261585807385952,220960,1996
"733","Snohomish","Phillips","UST",429,0.194152787834902,220960,1996
"734","Snohomish","Collins","IC",191,0.0864409847936278,220960,1996
"735","Snohomish","Moorehead","WWP",152,0.0687907313540912,220960,1996
"736","Snohomish","Harris","SWP",35,0.0158399710354815,220960,1996
"737","Spokane","Clinton","D",71727,45.0455938504823,159232,1996
"738","Spokane","Dole","R",66628,41.8433480707396,159232,1996
"739","Spokane","Perot","REF",16532,10.3823352090032,159232,1996
"740","Spokane","Nader","IC",2495,1.56689610128617,159232,1996
"741","Spokane","Browne","L",659,0.413861535369775,159232,1996
"742","Spokane","Phillips","UST",568,0.356712218649518,159232,1996
"743","Spokane","Hagelin","NL",293,0.184008239549839,159232,1996
"744","Spokane","Moorehead","WWP",146,0.0916901125401929,159232,1996
"745","Spokane","Collins","IC",139,0.0872940112540193,159232,1996
"746","Spokane","Harris","SWP",45,0.0282606511254019,159232,1996
"747","Stevens","Dole","R",7524,46.9604294095619,16022,1996
"748","Stevens","Clinton","D",5591,34.895768318562,16022,1996
"749","Stevens","Perot","REF",2158,13.4689801522906,16022,1996
"750","Stevens","Nader","IC",340,2.12208213706154,16022,1996
"751","Stevens","Phillips","UST",238,1.48545749594308,16022,1996
"752","Stevens","Browne","L",69,0.430657845462489,16022,1996
"753","Stevens","Collins","IC",49,0.305829484458869,16022,1996
"754","Stevens","Hagelin","NL",34,0.212208213706154,16022,1996
"755","Stevens","Moorehead","WWP",17,0.106104106853077,16022,1996
"756","Stevens","Harris","SWP",2,0.012482836100362,16022,1996
"757","Thurston","Clinton","D",45522,52.1562786434464,87280,1996
"758","Thurston","Dole","R",29835,34.1830889092576,87280,1996
"759","Thurston","Perot","REF",7622,8.73281393217232,87280,1996
"760","Thurston","Nader","IC",3148,3.60678276810266,87280,1996
"761","Thurston","Browne","L",431,0.493813015582035,87280,1996
"762","Thurston","Hagelin","NL",291,0.333409715857012,87280,1996
"763","Thurston","Phillips","UST",136,0.155820348304308,87280,1996
"764","Thurston","Collins","IC",130,0.148945921173236,87280,1996
"765","Thurston","Moorehead","WWP",128,0.146654445462878,87280,1996
"766","Thurston","Harris","SWP",37,0.0423923006416132,87280,1996
"767","Wahkiakum","Clinton","D",924,50.3267973856209,1836,1996
"768","Wahkiakum","Dole","R",619,33.7145969498911,1836,1996
"769","Wahkiakum","Perot","REF",215,11.7102396514161,1836,1996
"770","Wahkiakum","Nader","IC",43,2.34204793028322,1836,1996
"771","Wahkiakum","Browne","L",13,0.708061002178649,1836,1996
"772","Wahkiakum","Collins","IC",7,0.381263616557734,1836,1996
"773","Wahkiakum","Phillips","UST",6,0.326797385620915,1836,1996
"774","Wahkiakum","Moorehead","WWP",4,0.217864923747277,1836,1996
"775","Wahkiakum","Hagelin","NL",3,0.163398692810458,1836,1996
"776","Wahkiakum","Harris","SWP",2,0.108932461873638,1836,1996
"777","Walla Walla","Dole","R",9085,46.6232166683773,19486,1996
"778","Walla Walla","Clinton","D",8038,41.250128297239,19486,1996
"779","Walla Walla","Perot","REF",1894,9.71979882992918,19486,1996
"780","Walla Walla","Nader","IC",265,1.35995073386021,19486,1996
"781","Walla Walla","Browne","L",93,0.477265729241507,19486,1996
"782","Walla Walla","Phillips","UST",37,0.189879913784255,19486,1996
"783","Walla Walla","Hagelin","NL",27,0.138561018166889,19486,1996
"784","Walla Walla","Collins","IC",22,0.112901570358206,19486,1996
"785","Walla Walla","Moorehead","WWP",15,0.0769783434260495,19486,1996
"786","Walla Walla","Harris","SWP",10,0.0513188956173663,19486,1996
"787","Whatcom","Clinton","D",29074,45.0689815532476,64510,1996
"788","Whatcom","Dole","R",27153,42.0911486591226,64510,1996
"789","Whatcom","Perot","REF",4854,7.52441481940784,64510,1996
"790","Whatcom","Nader","IC",2375,3.68159975197644,64510,1996
"791","Whatcom","Browne","L",373,0.578204929468299,64510,1996
"792","Whatcom","Hagelin","NL",367,0.568904045884359,64510,1996
"793","Whatcom","Phillips","UST",104,0.161215315454968,64510,1996
"794","Whatcom","Moorehead","WWP",99,0.153464579135018,64510,1996
"795","Whatcom","Collins","IC",73,0.113160750271276,64510,1996
"796","Whatcom","Harris","SWP",38,0.058905596031623,64510,1996
"797","Whitman","Clinton","D",7262,45.6873230575653,15895,1996
"798","Whitman","Dole","R",6734,42.3655237496068,15895,1996
"799","Whitman","Perot","REF",1315,8.27304183705568,15895,1996
"800","Whitman","Nader","IC",286,1.79930795847751,15895,1996
"801","Whitman","Phillips","UST",119,0.748663101604278,15895,1996
"802","Whitman","Browne","L",88,0.55363321799308,15895,1996
"803","Whitman","Hagelin","NL",31,0.195029883611198,15895,1996
"804","Whitman","Moorehead","WWP",27,0.169864737338786,15895,1996
"805","Whitman","Collins","IC",19,0.11953444479396,15895,1996
"806","Whitman","Harris","SWP",14,0.0880780119534445,15895,1996
"807","Yakima","Dole","R",27668,46.6105121293801,59360,1996
"808","Yakima","Clinton","D",25676,43.2547169811321,59360,1996
"809","Yakima","Perot","REF",4724,7.95822102425876,59360,1996
"810","Yakima","Nader","IC",714,1.20283018867925,59360,1996
"811","Yakima","Browne","L",268,0.451482479784367,59360,1996
"812","Yakima","Phillips","UST",119,0.200471698113208,59360,1996
"813","Yakima","Hagelin","NL",75,0.126347708894879,59360,1996
"814","Yakima","Collins","IC",55,0.0926549865229111,59360,1996
"815","Yakima","Moorehead","WWP",46,0.0774932614555256,59360,1996
"816","Yakima","Harris","SWP",15,0.0252695417789757,59360,1996
"817","Adams","Bush","R",3440,69.1596300763973,4974,2000
"818","Adams","Gore","D",1406,28.2669883393647,4974,2000
"819","Adams","Nader","GRN",85,1.70888620828307,4974,2000
"820","Adams","Buchanan","FDM",21,0.422195416164053,4974,2000
"821","Adams","Browne","L",10,0.201045436268597,4974,2000
"822","Adams","Phillips","CST",6,0.120627261761158,4974,2000
"823","Adams","Moorehead","WW",5,0.100522718134298,4974,2000
"824","Adams","Hagelin","NL",1,0.0201045436268597,4974,2000
"825","Asotin","Bush","R",4909,61.477770820288,7985,2000
"826","Asotin","Gore","D",2736,34.2642454602379,7985,2000
"827","Asotin","Nader","GRN",215,2.69254852849092,7985,2000
"828","Asotin","Browne","L",48,0.601127113337508,7985,2000
"829","Asotin","Buchanan","FDM",42,0.525986224170319,7985,2000
"830","Asotin","Phillips","CST",11,0.137758296806512,7985,2000
"831","Asotin","Moorehead","WW",10,0.125234815278647,7985,2000
"832","Asotin","Hagelin","NL",10,0.125234815278647,7985,2000
"833","Asotin","McReynolds","SOC",4,0.050093926111459,7985,2000
"834","Benton","Bush","R",38367,64.1814014955085,59779,2000
"835","Benton","Gore","D",19512,32.6402248281169,59779,2000
"836","Benton","Nader","GRN",1102,1.8434567322973,59779,2000
"837","Benton","Browne","L",376,0.628983422272035,59779,2000
"838","Benton","Buchanan","FDM",256,0.428244032185216,59779,2000
"839","Benton","Hagelin","NL",60,0.10036969504341,59779,2000
"840","Benton","Phillips","CST",55,0.0920055537897924,59779,2000
"841","Benton","Moorehead","WW",27,0.0451663627695345,59779,2000
"842","Benton","McReynolds","SOC",20,0.03345656501447,59779,2000
"843","Benton","Harris","SW",4,0.00669131300289399,59779,2000
"844","Chelan","Bush","R",16980,64.0343930308859,26517,2000
"845","Chelan","Gore","D",8412,31.7230455933929,26517,2000
"846","Chelan","Nader","GRN",850,3.2054908172116,26517,2000
"847","Chelan","Buchanan","FDM",91,0.343176075725007,26517,2000
"848","Chelan","Browne","L",88,0.331862578723083,26517,2000
"849","Chelan","Phillips","CST",34,0.128219632688464,26517,2000
"850","Chelan","Hagelin","NL",22,0.0829656446807708,26517,2000
"851","Chelan","Moorehead","WW",20,0.0754233133461553,26517,2000
"852","Chelan","McReynolds","SOC",13,0.0490251536750009,26517,2000
"853","Chelan","Harris","SW",7,0.0263981596711544,26517,2000
"854","Clallam","Bush","R",16251,50.4188384214445,32232,2000
"855","Clallam","Gore","D",13779,42.7494415487714,32232,2000
"856","Clallam","Nader","GRN",1603,4.97331844130057,32232,2000
"857","Clallam","Browne","L",295,0.91523951352693,32232,2000
"858","Clallam","Buchanan","FDM",154,0.477786051129312,32232,2000
"859","Clallam","Phillips","CST",59,0.183047902705386,32232,2000
"860","Clallam","Hagelin","NL",41,0.127202779846116,32232,2000
"861","Clallam","Moorehead","WW",31,0.0961777115909655,32232,2000
"862","Clallam","McReynolds","SOC",17,0.0527426160337553,32232,2000
"863","Clallam","Harris","SW",2,0.00620501365103003,32232,2000
"864","Clark","Bush","R",67219,49.5920144012276,135544,2000
"865","Clark","Gore","D",61767,45.5697043026619,135544,2000
"866","Clark","Nader","GRN",5140,3.79212654193472,135544,2000
